old_act,old_section,old_section_title,new_act,new_section,new_section_title,mapping_type,notes
CRPC,143,Magistrate may prohibit repetition or continuance of public nuisance,BNSS,162,Magistrate may prohibit repetition or continuance of public nuisance,direct,"162: The words ""or Deputy Commissioner of Police"" are added."
CRPC,144,Power to issue order in urgent cases of nuisance or apprehended danger,BNSS,163,Power to issue order in urgent cases of nuisance or apprehended danger,direct,163: No change.
CRPC,145,Procedure where dispute concerning land or water is likely to cause breach of peace,BNSS,164,Procedure where dispute concerning land or water is likely to cause breach of peace,direct,164: No change.
CRPC,146,Power to attach subject of dispute and to appoint receiver,BNSS,165,Power to attach subject of dispute and to appoint receiver,direct,165: No change.
CRPC,147,Dispute concerning right of use of land or water,BNSS,166,Dispute concerning right of use of land or water,direct,"166: In Explanation the words ""For the purposes of this sub-
section"" are added. The word ""pleader"" is replaced by
""advocate""."
CRPC,148,Local inquiry,BNSS,167,Local inquiry,direct,"167: The word ""pleader"" is replaced by ""advocate""."
CRPC,149,Police to prevent cognizable offences,BNSS,168,Police to prevent cognizable offences. Information of design to commit cognizable offences,direct,168: No change.
CRPC,150,Information of design to commit cognizable offences,BNSS,169,"Information of design to
commit cognizable offences.",direct,169: No change.
CRPC,151,Arrest to prevent the commission of cognizable offences,BNSS,170,Arrest to prevent commission of cognizable offences,direct,170: No change.
CRPC,152,Prevention of injury to public property,BNSS,171,Prevention of injury to public property,direct,171: No change.
CRPC,154,Information in cognizable cases,BNSS,173,Information in cognizable cases,direct,"173: By adding the words ""irrespective of the area where the
offence is committed"", the scope is expanded to lodge an
FIR. This corresponds to the concept of 'zero FIR'By
adding the word ""by electronic communication,"" thereby it
is made contemporary. Clause (ii) is added in subsection
(1); this is known as eFIR.Subsection (3) is newly added
regarding preliminary inquiry to ascertain whether there
exists a prima facie case and proceed for investigation on
the prima facie case for the cognizable offences which are
made punishable for three years or more but less than seven
years"".In subsection (4), the words ""failing which such
aggrieved person may make an application to the
Magistrate."" are added."
CRPC,155,Information as to non-cognizable cases and investigation of such cases,BNSS,174,Information as to non- cognizable cases and investigation of such cases,direct,"174: Clause (ii) in subsection (1) is added regarding forwarding
the daily diary report of non-cognizable cases fortnightly to
the Magistrate."
CRPC,156,Police officer's power to investigate cognizable cases,BNSS,175,Police officer's power to investigate cognizable case,direct,"175: A new proviso to subsection (1) is added. Sub-section (4) is
newly added to protect public servants in the course of
discharge of public duty against undue harassment, and
subsection (3) is also amended according to sub-section(4)
of section 173."
CRPC,157,Procedure for investigation,BNSS,176,Procedure for investigation,direct,"176: In clause (b) of subsection (1), audio-video electronic
means are added.
In subsection (2), the words, ""forward the daily diary report
fortnightly to the Magistrate"" are added.
Sub-section (3) is newly added, which stipulates forensic
experts visit the crime scene as mandatory for offences
punishable for seven years or more."
CRPC,158,Report how submitted,BNSS,177,Report how submitted,direct,177: No change.
CRPC,159,Power to hold investigation or preliminary inquiry,BNSS,178,Power to hold investigation or preliminary inquiry,direct,178: No change.
CRPC,160,Police Officer's power to require attendance of witnesses,BNSS,179,Police officer's power to require attendance of witnesses,direct,"179: In the first proviso, ""sixty-five years"" is replaced by ""sixty
years"" and the words ""or a person with acute illness"" are
added. One new proviso is added. Thus, the scope of the
provision is expanded."
CRPC,161,Examination of witnesses by police,BNSS,180,Examination of witnesses by police,direct,180: No change.
CRPC,162,Statements to police not to be signed: Use of statements in evidence,BNSS,181,Statements to police and use thereof,direct,"181: Heading of the section is changed. BSA sections replace
corresponding Indian Evidence Act sections."
CRPC,163,No inducement to be offered,BNSS,182,No inducement to be offered,direct,182: No change.
CRPC,164,Recording of confessions and statements,BNSS,183,Recording of confessions and statements,direct,"183: The newly added first proviso to Section 183(6)(a) provides
that statements are to be recorded by a woman Magistrate as
far as practicable.A newly added second proviso to Section
183(6)(a) provides for mandatory recording of a statement
of witness by Magistrate relating to the offences punishable
with imprisonment for ten years or more, imprisonment for
life, or with death.The fourth proviso to Section 183(6)(a)
provides for the recording of the statement of a temporarily
or permanently mentally or physically disabled person
through audio-video electronic means."
CRPC,164A,Medical examination of the victim of rape,BNSS,184,Medical examination of victim of rape,direct,"184: ""without delay"" is replaced by ""Within a period of seven
days"" for medical practitioner to forward the report to
Investigating officer."
CRPC,165,Search by police officer,BNSS,185,Search by police officer,direct,"185: A newly added Proviso to Section 185(2) mandates the
recoding of search conducted through audio video, or
electronic means. Subsection (5) of 185 of BNSS provides
that the copies of record made under SubsSection (1) or
(3) shall forthwith, but not later than 48 hours, be sent to
Magistrate."
CRPC,166,When officer in charge of police station may require another to issue search-warrant,BNSS,186,When officer in charge of police station may require another to issue search- warrant,direct,186: No change.
CRPC,167,Procedure when investigation cannot be completed in twenty-four hours,BNSS,187,Procedure when investigation cannot be completed in twenty-four hours,direct,"187: A new insertion into Subsection (2) of Section 187 of BNSS
provides that the Magistrate to whom an accused person is
forwarded under this section may, irrespective of whether
he has or has no jurisdiction to try the case, after taking into
consideration the status of the accused person as to whether
he is not released on bail or his bail has not been cancelled,
authorise, from time to time, the detention of the accused in
such custody as such Magistrate thinks fit, for a term not
exceeding fifteen days in the whole, or in parts, at any time
during the initial forty days or sixty days out of the"
CRPC,168,Report of investigation by subordinate police officer,BNSS,188,Report of investigation by subordinate police officer,direct,188: No change.
CRPC,169,Release of accused when evidence deficient,BNSS,189,Release of accused when evidence deficient,direct,"189: The words ""with or without sureties"" are excluded and ""or
bail bond"" are added."
CRPC,170,Cases to be sent to Magistrate when evidence is sufficient,BNSS,190,"Cases to be sent to Magistrate, when evidence is sufficient",direct,"190: New proviso is added to subsection (1) regarding taking
security from accused not in custody before the magistrate
and mandate the Magistrate to accept the same."
CRPC,171,Complainant and witnesses not to be required to accompany police officer and not to be subject to restraint,BNSS,191,Complainant and witnesses not to be required to accompany police officer and not to be subject to restraint,direct,191: No change.
CRPC,172,Diary of proceeding in investigation,BNSS,192,Diary of proceedings in investigation,direct,192: No change.
CRPC,173,Report of police officer on completion of investigation,BNSS,193,Report of police officer on completion of investigation,direct,"193: Section 193(2) extends this requirement to complete the
investigation within two months, offences under the
Provisions of Protection of Children from Sexual Offences
Act also [Sections 4, 6, 8, 10, and 12 of POCSO Act, 2012]
in addition to offences of rape and gang rape.
Section 193(3)(i) of the BNSS provides that reports to
Magistrate can also be forwarded through electronic
communication.
The newly inserted clause (i) of sub-section 193(3) (i) of
BNSS provides that the report shall also contain 'the
sequence of custody in the case of electronic devices'.
Clause 193(3)(ii) of BNSS provides that the police officer
shall, within 90 days, inform the progress of investigation
by any means including electronic communication to
informant or the victim.
Subsection (8) is newly inserted, which mandates the police
officer investigating the case to submit such number of
copies of police repo"
CRPC,174,"Police to inquire and report on suicide, etc",BNSS,194,"Police to enquire and report on suicide, etc",direct,"194: In subsection (2) ""forthwith"" is replaced by ""within twenty-
four hours"" for sending the report to DM and SDM. The
word ""man"" is replaced by ""person""."
CRPC,175,Power to summon persons,BNSS,195,Power to summon persons,direct,"195: Proviso to Subsection (1) of 195 provides immunity to male
persons under the age of fifteen years or above the age of
sixty years, or a woman or a mentally or physically disabled
persons or a person with acute illness shall not be required
to attend at place other than the place where such person
resides. However, they can attend at police station willingly."
CRPC,176,Inquiry by Magistrate into cause of death,BNSS,196,Inquiry by Magistrate into cause of death,direct,"196: The words ""Judicial Magistrate"" are replaced by
""Magistrate"", and Metropolitan Magistrate is excluded."
CRPC,177,Ordinary place of inquiry and trial,BNSS,197,Ordinary place of inquiry and trial,direct,197: No change.
CRPC,178,Place of inquiry or trial,BNSS,198,Place of inquiry or trial,direct,198: No change.
CRPC,179,Offence triable where act is done or consequence ensues,BNSS,199,Offence triable where act is done or consequence ensues,direct,199: No change.
